Sample,KL,Mdists,Zvals,Peak,Correlation
01356.dpt,5.160310993063492,9.677280892889376,22.260384410689806,0.9061493109841797,0.8808724915338871
01357.dpt,4.3617192327795795,8.016089245912324,-4.576021620010802,0.8845554472352753,0.8859795396763114
01358.dpt,5.456863259034106,10.278557313162239,19.461798380623808,1.026131856258393,0.8800738692746055
01359.dpt,4.622798106449197,8.481982599683093,-1.4106430041383804,0.9715788986294045,0.8828599676051809
01360.dpt,5.203638897535574,9.69374531141033,7.148236549443818,1.0511921163115918,0.8811972720432956
01361.dpt,5.8132833109598465,10.894461178974593,19.12353096377997,1.1613391442936978,0.8783311092300482
01362.dpt,5.201258286221714,9.821720133336234,6.551102557334432,1.0973598605261876,0.8807919792502019
01363.dpt,5.9373547379074,11.074917246198362,6.8033588326880805,1.2006401902435768,0.8800357993814623
01364.dpt,6.388681244894865,12.21294022100878,7.311639855261276,1.2356042514036423,0.8817776020550125
01365.dpt,6.512093367352999,12.525307666542776,13.156167970712573,1.2390453982831344,0.8807780582787912
01012.dpt,4.959653848286048,7.854553418935807,209.83707495511507,0.060912771368168056,0.977286535127805
01020.dpt,4.7343660380054065,7.8430727362777315,120.98098893130849,0.12120242168355966,0.9861426208984428
01021.dpt,3.2205961441296354,5.476531595821348,-55.71927129632202,0.12870569018013525,0.9867154203340199
01022.dpt,3.5876290192936535,5.81690704733693,14.072221826100463,0.15172402644410798,0.9888430411896083
01027.dpt,3.0680830854284915,4.7249147378872305,-57.8004360256528,0.18319155858145697,0.988474488049603
01274.dpt,9.510077829660956,20.512383711636208,839.4400659140515,0.008026004643047896,0.9338839976346124
01275.dpt,4.2604834133448595,7.691935910822686,-71.98494699187515,0.05882786028248381,0.9852785685177621
01276.dpt,3.380560367229489,5.823508900104162,-99.62851484057603,0.10984905323738456,0.9874719677245647
01277.dpt,2.6575539272089577,3.5789831763295186,-15.61834055155447,0.1743094628705995,0.9857105606371419
01278.dpt,3.9281991050253504,6.461592847412613,-602.5979177752804,0.0340697448103727,0.9785147993708283
01279.dpt,2.6624169414746333,6.46110045241101,-222.66924599851976,0.056314758515654095,0.9846849227253762
01280.dpt,3.8166470688064216,7.581220317561721,170.14748910658986,0.07125014248062873,0.9831125227273579
01281.dpt,3.418125047992287,4.476252578818428,-208.77599639707455,0.09789408268743949,0.9854850018381254
01282.dpt,4.058577757838728,6.527075864033568,33.023399660501575,0.0960943308682833,0.984545288158522
01283.dpt,2.8497004756155158,4.161056103548889,-105.00108055186502,0.12651108110022363,0.984905976520256
01284.dpt,2.5179133998333874,3.704862038464273,-80.69678111816198,0.14537777615958072,0.9854250223344446
01285.dpt,2.8107281173660015,4.159140197675209,-53.21633993159767,0.1675885050872043,0.9836737743237006
